internal_id,Award ID,Recipient Name,Start Date,End Date,Award Amount,action_date,generated_internal_id
273035374,0012,EASTERN CAROLINA VOCATIONAL CENTER INC,2015-05-10,2015-05-20,31270.2,,CONT_AWD_0012_9700_SPE4A613D0166_9700
305468630,GSRPNNGK2672,FORD MOTOR CO,2012-05-16,2012-08-14,31257.0,,CONT_AWD_GSRPNNGK2672_4732_GS30FX0082_4732
277486091,1282A724P0056,"L & W EMERGENCY SERVICES EQUIPMENT, INC.",2024-09-27,2025-09-27,31253.73,,CONT_AWD_1282A724P0056_12C2_-NONE-_-NONE-
306241985,H226,AMERISOURCEBERGEN DRUG CORP,2010-09-17,2010-09-17,31249.0,,CONT_AWD_H226_9700_SPM20005D1100_9700
310004610,N0018915P0675,"DAVIS INTERIORS, LTD.",2015-05-12,2015-06-04,31231.0,,CONT_AWD_N0018915P0675_9700_-NONE-_-NONE-
275280910,0262,SKOOKUM EDUCATIONAL PROGRAMS,2016-05-06,2016-08-04,31225.7,,CONT_AWD_0262_9700_N4425508D3007_9700
325512285,SPE30025FT2KZ,"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",2025-04-02,2025-04-10,31223.23,,CONT_AWD_SPE30025FT2KZ_9700_SPE30025DA065_9700
296096131,DJBP0518LB110005,SEABORN HEALTH CARE INC,2011-10-01,2012-09-30,31219.2,,CONT_AWD_DJBP0518LB110005_1540_DJBP051800000021_1540
299325491,GS04B4283310181,CCMH TAMPA AP LLC,2010-04-01,2010-09-30,31212.26,,CONT_AWD_GS04B4283310181_4740_GS04B42833_4740
334881740,SPE60522FMP2D,"COMMSBLACK, LC",2022-02-15,2022-03-04,31211.42,,CONT_AWD_SPE60522FMP2D_9700_SPE60522D1254_9700
307852835,HSTS0309JTTC801,WIDEPOINT INTEGRATED SOLUTIONS CORP,2009-01-29,2009-09-30,31205.74,,CONT_AWD_HSTS0309JTTC801_7013_HSTS0306DCIO036_7013
280295136,36C25719P0248,TRILLAMED LLC,2018-12-21,2019-01-31,31180.0,,CONT_AWD_36C25719P0248_3600_-NONE-_-NONE-
298062395,FA446014F0028,MONTEL AETNASTACK INC,2014-08-22,2014-10-17,31176.99,,CONT_AWD_FA446014F0028_9700_GS28F0017M_4730
311702259,Q256,"CARDINAL HEALTH, INC.",2014-08-12,2014-08-12,31167.74,,CONT_AWD_Q256_9700_SPM20005D3301_9700
324049256,SPE30020F1J8X,"FOOD SERVICES, INC.",2019-12-09,2019-12-13,31141.98,,CONT_AWD_SPE30020F1J8X_9700_SPE30018D4037_9700
281226868,47QMCA22F0MQF,FORD MOTOR CO,2022-09-30,2023-06-27,31137.0,,CONT_AWD_47QMCA22F0MQF_4732_47QMCA22D000P_4732
274580680,0107,"IPC (USA), INC.",2013-10-16,2013-10-18,31123.22,,CONT_AWD_0107_9700_SP060012D4537_9700
348694005,VA69D12C0235,"FOUR POINTS TECHNOLOGY, L.L.C.",2012-08-24,2012-09-30,31123.11,,CONT_AWD_VA69D12C0235_3600_-NONE-_-NONE-
342027107,SPEFA524P0594,"AVAIR, LLC",2024-05-06,2025-09-03,31120.0,,CONT_AWD_SPEFA524P0594_9700_-NONE-_-NONE-
309967260,N0018908PZ897,SIRSI CORPORATION,2008-09-08,2008-10-20,31084.85,,CONT_AWD_N0018908PZ897_9700_-NONE-_-NONE-
312424793,SKE50013M0651,MISCELLANEOUS FOREIGN AWARDEES,2013-06-03,2013-07-12,31079.46,,CONT_AWD_SKE50013M0651_1900_-NONE-_-NONE-
332863072,SPE4A624F161H,ROSEMOUNT AEROSPACE INC,2024-05-29,2027-03-09,31077.9,,CONT_AWD_SPE4A624F161H_9700_SPE4A124G0008_9700
310762416,N6258813P0104,FOREIGN AWARDEES (UNDISCLOSED),2012-12-03,2013-02-01,31072.5,,CONT_AWD_N6258813P0104_9700_-NONE-_-NONE-
272154962,0001,MAXEY TOOKEY ARCHITECTS LLP,2014-09-30,2014-12-29,31065.57,,CONT_AWD_0001_9700_W912J714D0003_9700
291038766,69319518F300110,"THE DMP GROUP, LLC",2018-09-20,2019-09-19,31057.98,,CONT_AWD_69319518F300110_6955_DTFT6015D00015_6955
311635010,PF92,MCKESSON CORPORATION,2014-09-01,2014-09-02,31057.67,,CONT_AWD_PF92_9700_SPM2DX13D1000_9700
277782781,140FS123F0030,"MOORE-CLARK U.S.A., INC.",2023-01-26,2023-02-02,31028.8,,CONT_AWD_140FS123F0030_1448_140F0118D0010_1448
339114932,SPE7M125V7296,MAROTTA CONTROLS INC,2025-07-29,2026-02-10,31020.0,,CONT_AWD_SPE7M125V7296_9700_-NONE-_-NONE-
282459883,47QSCC23F5WMH,"W.W. GRAINGER, INC.",2023-07-06,2023-07-13,31018.62,,CONT_AWD_47QSCC23F5WMH_4732_47QSCC23A0001_4732
308908270,KS67,"CARDINAL HEALTH, INC.",2015-04-22,2015-04-22,31017.1,,CONT_AWD_KS67_9700_SPM20005D3201_9700
273627786,0033,"AAR SUPPLY CHAIN, INC",2015-09-21,2016-09-15,30991.5,,CONT_AWD_0033_9700_SPM7MX13D0034_9700
349277602,W911QX16P0168,STEPHENSON EQUIPMENT INC,2016-09-19,2016-11-14,30990.5,,CONT_AWD_W911QX16P0168_9700_-NONE-_-NONE-
277302474,1222,TREADWELL CORPORATION (DELAWARE),2013-03-25,2014-09-05,30977.22,,CONT_AWD_1222_9700_N0010410GA002_9700
272893748,000K,ANHAM FZCO,2013-09-25,2013-09-25,30966.34,,CONT_AWD_000K_9700_SPM30012D3572_9700
276895014,1005,"CONTECH ENGINEERING, INC.",2016-01-29,2016-08-31,30938.31,,CONT_AWD_1005_9700_W912CN15D0003_9700
305483059,GSRPNNHA3663,FORD MOTOR CO,2013-03-25,2013-06-23,30936.0,,CONT_AWD_GSRPNNHA3663_4732_GS30FY0058_4732
272370173,0003,"TRANSAERO, INC.",2017-02-07,2018-03-14,30902.4,,CONT_AWD_0003_9700_SPE4A717D5070_9700
348175953,VA25716P2323,"ARACENT HEALTHCARE, LLC",2016-05-26,2016-06-05,30899.96,,CONT_AWD_VA25716P2323_3600_-NONE-_-NONE-
291657340,75N99020F00042,"DAVID C. SMITH & SON, INC.",2020-05-08,2021-04-01,30881.19,,CONT_AWD_75N99020F00042_7529_75N99019D00030_7529
332459620,SPE4A622F0853,LAWRENCE TECHNOLOGIES INC,2021-10-07,2022-01-25,30880.0,,CONT_AWD_SPE4A622F0853_9700_SPE4A621DC012_9700
348134275,VA25616J4914,"ST. JUDE MEDICAL, LLC",2016-07-09,2016-08-09,30870.0,,CONT_AWD_VA25616J4914_3600_VA797P0277_3600
278859160,19N15021P1232,MISCELLANEOUS FOREIGN AWARDEES,2021-09-21,2021-10-02,30864.2,,CONT_AWD_19N15021P1232_1900_-NONE-_-NONE-
278017203,159M,"ATLANTIC DIVING SUPPLY, INC.",2012-09-21,2013-02-14,30854.84,,CONT_AWD_159M_9700_SPM8EJ09D0017_9700
342390994,SPM5AB10V5488,R & R INDUSTRIES LTD INC,2010-07-28,2010-09-26,30850.0,,CONT_AWD_SPM5AB10V5488_9700_-NONE-_-NONE-
279491569,28321317F39003038,"ASSOCIATES FOR CAREER TRANSITION, INC.",2017-06-30,2017-06-30,30847.0,,CONT_AWD_28321317F39003038_2800_SS10631150339_2800
338367083,SPE7M015V9304,EATON CORPORATION,2015-05-12,2015-11-09,30845.0,,CONT_AWD_SPE7M015V9304_9700_-NONE-_-NONE-
343068027,SPM8EJ09M0069,"MUSTANG SURVIVAL MFG, INC.",2009-03-07,2009-07-09,30834.0,,CONT_AWD_SPM8EJ09M0069_9700_-NONE-_-NONE-
298805514,FU25,"CARDINAL HEALTH 200, LLC",2010-06-07,2010-06-07,30833.0,,CONT_AWD_FU25_9700_SPM20005D6302_9700
316567495,SPE2DB23FFN67,AMERISOURCEBERGEN DRUG CORP,2023-02-06,2023-02-07,30830.89,,CONT_AWD_SPE2DB23FFN67_9700_SPE2DB22D2206_9700
293767933,BBG45E120069,"EVERETT PRODUCTIONS, LLC",2011-10-20,2011-12-16,30825.0,,CONT_AWD_BBG45E120069_9568_BBG45A120078_9568
291692397,7693,"NOBLE SUPPLY & LOGISTICS, LLC",2016-08-11,2017-02-27,30817.0,,CONT_AWD_7693_9700_SPE8EG14D0010_9700
296672946,DJW6,"HENRY SCHEIN, INC.",2012-09-14,2012-09-17,30812.25,,CONT_AWD_DJW6_9700_SPM2DE09D7444_9700
279447962,2752,PETRO STAR INC.,2015-01-02,2015-01-05,30805.0,,CONT_AWD_2752_9700_SP060011D4011_9700
315924768,SPE2D820FDB41,MCKESSON CORPORATION,2020-02-13,2020-02-14,30803.82,,CONT_AWD_SPE2D820FDB41_9700_SPM2DX13D1000_9700
321119657,SPE2DX18F1S6M,AMERISOURCEBERGEN DRUG CORP,2017-10-06,2017-10-10,30797.25,,CONT_AWD_SPE2DX18F1S6M_9700_SPE2DX15D2018_9700
273781328,0043,HONEYWELL INTERNATIONAL INC.,2008-04-17,2012-12-31,30780.0,,CONT_AWD_0043_9700_W58RGZ04D0063_9700
280244969,36C25518K3675,BOSTON SCIENTIFIC CORP,2018-06-29,2018-06-29,30773.0,,CONT_AWD_36C25518K3675_3600_VA11917D0011_3600
277239055,1202SC22K2727,MENSCH MILL & LUMBER CORP,2022-06-10,2022-07-11,30761.64,,CONT_AWD_1202SC22K2727_12C2_GS21F0044W_4730
349895667,W912HP20F1101,SATELLITE SERVICES INC,2020-07-17,2020-10-08,30737.0,,CONT_AWD_W912HP20F1101_9700_GS21F015CA_4732
277603060,1313,COAST CITRUS DISTRIBUTORS,2016-12-01,2016-12-03,30721.98,,CONT_AWD_1313_9700_SPE30014DP244_9700
311063570,N6824622F0715,"SHINKO CO.,LTD.",2022-05-15,2023-03-31,30717.75,,CONT_AWD_N6824622F0715_9700_N6824620G0018_9700
316304114,SPE2DB21FB6XP,AMERISOURCEBERGEN DRUG CORP,2021-02-23,2021-02-24,30712.74,,CONT_AWD_SPE2DB21FB6XP_9700_SPE2DB20D7059_9700
311347185,NND08AA06P,LYNCH MACHINERY COMPANY INC,2007-10-10,2008-03-01,30700.0,,CONT_AWD_NND08AA06P_8000_-NONE-_-NONE-
316192925,SPE2D825F12Z0,AMERISOURCEBERGEN DRUG CORP,2025-04-14,2025-04-15,30699.7,,CONT_AWD_SPE2D825F12Z0_9700_SPE2DX22D0069_9700
305350907,GSRPNNBG7899,GENERAL MOTORS LLC,2009-01-05,2009-04-05,30660.0,,CONT_AWD_GSRPNNBG7899_4730_GS30FR0005_4730
278210092,15DD0S23F00001154,METLANG LLC,2023-07-06,2023-08-14,30651.75,,CONT_AWD_15DD0S23F00001154_1524_15DDHQ20A00000024_1524
278451633,16A5,ANHAM FZCO,2017-01-15,2017-01-26,30638.4,,CONT_AWD_16A5_9700_SPM30012D3572_9700
305482945,GSRPNNHA2513,FORD MOTOR CO,2013-03-25,2013-06-23,30636.0,,CONT_AWD_GSRPNNHA2513_4732_GS30FY0058_4732
339082246,SPE7M124P3211,"F & R SALES, INC.",2024-02-01,2024-07-01,30627.45,,CONT_AWD_SPE7M124P3211_9700_-NONE-_-NONE-
311768234,QP56,ES3 PRIME LOGISTICS GROUP INC,2009-04-16,2009-09-25,30625.28,,CONT_AWD_QP56_9700_FA820308D0002_9700
278905478,19UP3022P1089,GOSSELIN MOBILITY,2022-09-27,2022-10-21,30620.32,,CONT_AWD_19UP3022P1089_1900_-NONE-_-NONE-
311611793,PB26,AMERISOURCEBERGEN DRUG CORP,2008-09-10,2008-09-10,30616.0,,CONT_AWD_PB26_9700_SPM20005D1202_9700
273635105,0034,"GOMEZ FLOOR COVERING, INC.",2008-09-25,2008-12-24,30611.88,,CONT_AWD_0034_9700_FA303005D0008_9700
333185681,SPE4A625PB279,R & M GOVERNMENT SERVICES INC,2025-01-07,2026-04-27,30611.12,,CONT_AWD_SPE4A625PB279_9700_-NONE-_-NONE-
309927632,N0018314P0611,"MEDTRONIC SOFAMOR DANEK USA, INC",2014-02-12,2014-02-27,30610.95,,CONT_AWD_N0018314P0611_9700_-NONE-_-NONE-
311017770,N6809420P6062,OLPIN GROUP INC.,2020-09-15,2023-09-14,30604.0,,CONT_AWD_N6809420P6062_9700_-NONE-_-NONE-
339875319,SPE7MC19V0416,COAST MARINE & INDUSTRIAL SUPPLY INC,2018-10-11,2018-11-01,30600.0,,CONT_AWD_SPE7MC19V0416_9700_-NONE-_-NONE-
298088774,FA460016FG011,"CITY COMPUTER & SUPPLIES, INC.",2015-10-01,2016-09-30,30600.0,,CONT_AWD_FA460016FG011_9700_GS02F0041S_4730
292728666,AG447UP140053,AEROSTAT INC,2014-02-05,2014-09-30,30600.0,,CONT_AWD_AG447UP140053_12C2_-NONE-_-NONE-
305547690,GSRPNNJQ039515,FORD MOTOR CO,2015-05-15,2015-08-13,30565.0,,CONT_AWD_GSRPNNJQ039515_4732_GS30FCA004_4732
281194060,47QMCA21F0HSZ,FORD MOTOR CO,2021-05-27,2022-03-23,30561.0,,CONT_AWD_47QMCA21F0HSZ_4732_47QMCA20D004B_4732
272870962,0009,RONCO CONSULTING CORPORATION,2012-07-09,2012-08-19,30559.28,,CONT_AWD_0009_9700_W5J9LE10D0005_9700
348547860,VA578122Q0255,KLS-MARTIN LIMITED PARTNERSHIP,2011-10-01,2012-07-31,30557.0,,CONT_AWD_VA578122Q0255_3600_V797P3232M_3600
291341043,70Z08518P49006B00,"FAIRBANKS MORSE, LLC",2018-01-24,2018-10-03,30555.42,,CONT_AWD_70Z08518P49006B00_7008_-NONE-_-NONE-
317281742,SPE2DB25FUYB9,AMERISOURCEBERGEN DRUG CORP,2025-04-15,2025-04-16,30551.66,,CONT_AWD_SPE2DB25FUYB9_9700_SPE2DB22D1202_9700
316829534,SPE2DB24FGX65,AMERISOURCEBERGEN DRUG CORP,2024-04-29,2024-05-20,30550.6,,CONT_AWD_SPE2DB24FGX65_9700_SPE2DB22D2206_9700
324759806,SPE30022F5JGN,LABATT INSTITUTIONAL SUPPLY CO,2022-06-24,2022-06-29,30550.57,,CONT_AWD_SPE30022F5JGN_9700_SPE30019D3206_9700
277595155,1305M422PNAAJ0004,NATIONAL CONTRACT MANAGEMENT ASSOCIATION,2022-02-01,2023-01-31,30550.0,,CONT_AWD_1305M422PNAAJ0004_1330_-NONE-_-NONE-
275794773,03WK,SUPREME FOODSERVICE GMBH,2012-11-11,2012-11-20,30542.4,,CONT_AWD_03WK_9700_SPM30011D3502_9700
272103978,0001,"AERO COMPONENTS, LLC",2009-07-30,2010-05-06,30540.0,,CONT_AWD_0001_9700_SPM4A709D5602_9700
294449914,C252,AMERISOURCEBERGEN DRUG CORP,2012-06-05,2012-06-05,30535.67,,CONT_AWD_C252_9700_SPM20005D2213_9700
316586373,SPE2DB23FHRM0,AMERISOURCEBERGEN DRUG CORP,2023-06-01,2023-06-02,30529.64,,CONT_AWD_SPE2DB23FHRM0_9700_SPE2DB22D1202_9700
311106601,N6847007F9006,IMMUCOR INC,2007-10-01,2008-09-30,30518.18,,CONT_AWD_N6847007F9006_9700_V797P5944X_3600
299209553,GS03B0839009334,"PCT, LLC",2009-10-01,2010-09-30,30506.58,,CONT_AWD_GS03B0839009334_4740_GS03B08390_4740
296589239,DJU4500403647,"UNITED PARCEL SERVICE, INC.",2010-10-28,2011-09-30,30500.0,,CONT_AWD_DJU4500403647_1540_GS23F0282L_4730
272282546,0002,ONE COMMUNITY AUTO LLC,2014-09-11,2014-10-06,30480.0,,CONT_AWD_0002_9700_W911S714D0024_9700
339142790,SPE7M220P1961,FORM FIT & FUNCTION LLC,2020-09-11,2021-09-07,30473.0,,CONT_AWD_SPE7M220P1961_9700_-NONE-_-NONE-
278771795,19BE2019P0877,MISCELLANEOUS FOREIGN AWARDEES,2019-05-13,2019-07-25,30465.68,,CONT_AWD_19BE2019P0877_1900_-NONE-_-NONE-
350543617,W91YU009P0232,COCHLEAR AMERICAS CORPORATION,2009-03-27,2009-03-30,30460.0,,CONT_AWD_W91YU009P0232_9700_-NONE-_-NONE-
308226069,ING15PX01450,"MCLANE RESEARCH LABORATORIES, INC.",2015-09-04,2016-01-04,30450.0,,CONT_AWD_ING15PX01450_1434_-NONE-_-NONE-
348266416,VA26016E1070,"TRINITY MISSION HEALTH & REHAB OF MIDLAND, LLC",2016-04-01,2016-05-31,30445.3,,CONT_AWD_VA26016E1070_3600_VA26014A0098_3600
280949211,46AN,SEVEN SEAS SHIPCHANDLERS (L.L .C.),2012-01-13,2012-02-03,30418.23,,CONT_AWD_46AN_9700_SPM30008D3138_9700
335378072,SPE60719FFMGR,"WORLD FUEL SERVICES, INC.",2019-08-16,2019-08-16,30411.06,,CONT_AWD_SPE60719FFMGR_9700_SPE60718D0026_9700
274165900,0072,OPEN DOOR CENTER,2010-06-08,2010-07-08,30404.5,,CONT_AWD_0072_9700_N0040605D5018_9700
347728787,VA24413J3850,"ST. JUDE MEDICAL, LLC",2013-07-22,2013-07-22,30395.0,,CONT_AWD_VA24413J3850_3600_VA797P0277_3600
293787490,BBG50F090100,"TECHNICAL COMMUNITIES, INC.",2009-05-15,2009-06-30,30391.12,,CONT_AWD_BBG50F090100_9568_GS24F0066M_4730
311165790,N6883614P0497,JO-KELL INC.,2014-05-07,2014-07-22,30385.0,,CONT_AWD_N6883614P0497_9700_-NONE-_-NONE-
280208438,36C25022N0351,"CARDIONET, LLC",2022-02-13,2022-05-12,30370.33,,CONT_AWD_36C25022N0351_3600_36C25022D0031_3600
310956503,N6600111F7253,"MAYLINE COMPANY, LLC",2011-07-07,2011-07-29,30271.49,,CONT_AWD_N6600111F7253_9700_GS29F0129G_4730
348762417,VA777C00317,THE MASLOW MEDIA GROUP INC,2010-04-13,2015-02-23,30264.0,,CONT_AWD_VA777C00317_3600_VA777BP0011_3600
298213718,FA487714FA001,TERRANEXT L.L.C,2014-04-18,2014-08-15,30255.0,,CONT_AWD_FA487714FA001_9700_GS10F0320L_4730
277617368,1331L520F13160666,"THE WINVALE GROUP, LLC",2020-08-20,2021-09-09,30250.01,,CONT_AWD_1331L520F13160666_1301_GS35F0074S_4730
342078416,SPM1C108V0191,INTERNATIONAL INSIGNIA CORPORATION,2008-01-18,2008-06-02,30250.0,,CONT_AWD_SPM1C108V0191_9700_-NONE-_-NONE-
353343996,N6264925FG052,"KYOWA MARINE SERVICE CO., LTD.",2025-09-04,2025-09-05,30244.45,,CONT_AWD_N6264925FG052_9700_N6264925DG002_9700
340799055,SPE8E721P1229,"ATLANTIC DIVING SUPPLY, INC.",2021-05-24,2021-07-23,30237.6,,CONT_AWD_SPE8E721P1229_9700_-NONE-_-NONE-
344008622,V438QTR2D,CITY OF CLARKFIELD,2012-01-01,2012-03-31,30225.0,,CONT_AWD_V438QTR2D_3600_VA263P0252_3600
280062556,36C24520F0108,JOHNSON CONTROLS FIRE PROTECTION LP,2019-10-10,2019-10-30,30225.0,,CONT_AWD_36C24520F0108_3600_GS07F0396M_4730
322677431,SPE2DX22F51TT,AMERISOURCEBERGEN DRUG CORP,2022-07-28,2022-07-29,30211.83,,CONT_AWD_SPE2DX22F51TT_9700_SPE2DX15D2101_9700
309672939,N0010421PLC06,"L3HARRIS TECHNOLOGIES, INC",2021-08-05,2022-09-07,30192.0,,CONT_AWD_N0010421PLC06_9700_-NONE-_-NONE-
278357170,15UATL18F0000634,MTJ AMERICAN LLC,2018-06-08,2019-10-13,30188.25,,CONT_AWD_15UATL18F0000634_1542_DJU4600004569_1540
343421618,SUK56011M0804,MISCELLANEOUS FOREIGN AWARDEES,2011-05-12,2011-09-30,30187.97,,CONT_AWD_SUK56011M0804_1900_-NONE-_-NONE-
277404748,12447U19P0084,"PINE BELT OIL COMPANY, INC.",2019-09-01,2020-10-03,30187.68,,CONT_AWD_12447U19P0084_12C2_-NONE-_-NONE-
349939825,W912JA11F0029,SOUTHERN CONSOLIDATED HOLDINGS LLC,2011-03-17,2011-05-24,30173.9,,CONT_AWD_W912JA11F0029_9700_GS02F0062V_4730
292006787,88310318F00020,ATT MOBILITY LLC,2017-12-20,2022-02-20,30170.62,,CONT_AWD_88310318F00020_8800_GS30FCA051_4732
309357912,MC68,"CARDINAL HEALTH, INC.",2013-09-04,2013-09-04,30159.54,,CONT_AWD_MC68_9700_SPM20005D3004_9700
348332288,VA26214F1329,TRANE U.S. INC.,2013-12-31,2014-12-31,30156.0,,CONT_AWD_VA26214F1329_3600_GS06F0079R_4730
309410538,MLPF,"GRAYBAR ELECTRIC COMPANY, INC.",2008-08-27,2008-10-10,30154.0,,CONT_AWD_MLPF_9700_SPM50004DBP07_9700
334738286,SPE60220FJ935,HUNT REFINING COMPANY,2020-09-11,2020-09-21,30121.2,,CONT_AWD_SPE60220FJ935_9700_SPE60220D0471_9700
316009137,SPE2D822F39GJ,MCKESSON CORPORATION,2022-08-11,2022-08-12,30103.74,,CONT_AWD_SPE2D822F39GJ_9700_SPE2DX16D1500_9700
307147592,HHSP233201000403G,"TYLER FEDERAL, LLC",2010-07-21,2011-09-26,30100.0,,CONT_AWD_HHSP233201000403G_7555_GS35F0240P_4730
311154642,N6883611F0256,"EC AMERICA, INC",2011-04-12,2012-04-12,30097.75,,CONT_AWD_N6883611F0256_9700_GS35F0511T_4730
343596901,TIRMS08P00436,"B. P. HUDDLESTON & CO., INC.",2008-04-04,2011-06-30,30050.94,,CONT_AWD_TIRMS08P00436_2050_-NONE-_-NONE-
349240240,W911N211P0220,"R.L. BENTLEY MACHINERY REPAIR AND SERVICE, INC.",2011-03-07,2011-05-05,30046.0,,CONT_AWD_W911N211P0220_9700_-NONE-_-NONE-
281141812,47QMCA19F0NFR,FORD MOTOR CO,2019-09-12,2019-12-11,30044.0,,CONT_AWD_47QMCA19F0NFR_4732_47QMCA18D0011_4732
281138491,47QMCA19F0KK3,FORD MOTOR CO,2019-06-25,2019-09-23,30044.0,,CONT_AWD_47QMCA19F0KK3_4732_47QMCA18D0011_4732
291836264,80NSSC21P2302,MICROCHIP TECHNOLOGY INC,2021-08-09,2022-06-16,30040.0,,CONT_AWD_80NSSC21P2302_8000_-NONE-_-NONE-
349379572,W911S808M0421,"LEVERAGE INFORMATION SYSTEMS, INC",2008-08-04,2008-09-04,30036.95,,CONT_AWD_W911S808M0421_9700_-NONE-_-NONE-
342985542,SPM7MC12M5375,BURKE PRODUCTS INC,2012-06-06,2012-11-18,30030.0,,CONT_AWD_SPM7MC12M5375_9700_-NONE-_-NONE-
316172422,SPE2D824FQF11,AMERISOURCEBERGEN DRUG CORP,2024-08-26,2024-08-27,30026.36,,CONT_AWD_SPE2D824FQF11_9700_SPE2DX22D0019_9700
312154796,SBR93008FXR09CXR,MISCELLANEOUS FOREIGN AWARDEES,2008-09-01,2008-09-30,30022.0,,CONT_AWD_SBR93008FXR09CXR_1900_SBR93008DXR_1900
298215569,FA487718C0022,"R. E. LEE MECHANICAL CONTRACTING, INC.",2018-09-26,2018-12-20,30021.34,,CONT_AWD_FA487718C0022_9700_-NONE-_-NONE-
296596368,DJU4500424508,INDIANA CHAIR FRAME COMPANY,2011-09-01,2014-06-24,30012.98,,CONT_AWD_DJU4500424508_1540_DJU4600003655_1540
350053522,W912L914P0051,ADAMS GROUP LLC,2014-04-08,2014-07-14,30000.0,,CONT_AWD_W912L914P0051_9700_-NONE-_-NONE-
349544311,W9124C13P0051,EARTH TECHNOLOGY INTEGRATION,2013-09-12,2014-09-29,30000.0,,CONT_AWD_W9124C13P0051_9700_-NONE-_-NONE-
349182300,W90VCM08L0855,MISCELLANEOUS FOREIGN AWARDEES,2008-09-14,2008-09-14,30000.0,,CONT_AWD_W90VCM08L0855_9700_-NONE-_-NONE-
348291150,VA26113P1728,MEDTRONIC INC,2013-04-25,2013-05-27,30000.0,,CONT_AWD_VA26113P1728_3600_-NONE-_-NONE-
348036092,VA250P0681,"MORROW, KAREN",2011-06-17,2012-06-30,30000.0,,CONT_AWD_VA250P0681_3600_-NONE-_-NONE-
333942027,SPE4AR13V0312,"L3 TECHNOLOGIES, INC.",2013-03-27,2013-06-25,30000.0,,CONT_AWD_SPE4AR13V0312_9700_-NONE-_-NONE-
308115490,INF201819X206,BGRS RELOCATION INC,2009-02-02,2011-02-02,30000.0,,CONT_AWD_INF201819X206_1448_GS23F9734H_4730
307441842,HSCG2414JPRW017,"VANGUARD CONSTRUCTION COMPANY, INC.",2014-08-06,2014-09-05,30000.0,,CONT_AWD_HSCG2414JPRW017_7008_HSCGG105D3WK184_7008
306785945,HHSI244201700265P,PRAIRIE MOUNTAIN UTILITIES,2017-09-16,2018-09-30,30000.0,,CONT_AWD_HHSI244201700265P_7527_-NONE-_-NONE-
295958475,DJBP0306KUM50130,"MEDICAL DEVELOPMENT INTERNATIONAL LTD., INC.",2011-08-01,2011-08-31,30000.0,,CONT_AWD_DJBP0306KUM50130_1540_-NONE-_-NONE-
295516596,DEDT0012431,"EDGEWATER FEDERAL SOLUTIONS, INC.",2016-09-29,2021-09-26,30000.0,,CONT_AWD_DEDT0012431_8900_DEEI0002954_8900
278160627,15B60619PUB250002,"INTEGRATED MEDICAL SOLUTIONS, LLC",2018-11-01,2018-11-30,30000.0,,CONT_AWD_15B60619PUB250002_1540_-NONE-_-NONE-
277594504,1305M420FNAAA0102,"CAPITOL EXHIBIT SERVICES, INC",2020-08-10,2020-12-30,30000.0,,CONT_AWD_1305M420FNAAA0102_1330_1305M419ANAAA0002_1330
277538677,12FPC121F0061,ALAN KER CONSULTING,2021-03-09,2021-04-18,30000.0,,CONT_AWD_12FPC121F0061_12D0_12645S18A0024_12D2
280039587,36C24419P0974,"MOBILITY WORKS OF CALIFORNIA, LLC",2019-09-24,2019-10-24,29996.0,,CONT_AWD_36C24419P0974_3600_-NONE-_-NONE-
280009828,36C24218P1525,L1 ENTERPRISES INCORPORATED,2018-06-04,2018-09-30,29994.99,,CONT_AWD_36C24218P1525_3600_-NONE-_-NONE-
277487044,1282B124F0123,"ALL AMERICAN TRAILER CONNECTION ,INC.",2024-09-04,2024-11-15,29984.0,,CONT_AWD_1282B124F0123_12C2_GS30F0014Y_4732
330905700,SPE4A413V1917,"SIGMA TECH ENTERPRISES, INC.",2012-12-07,2013-03-07,29957.0,,CONT_AWD_SPE4A413V1917_9700_-NONE-_-NONE-
295904960,DJBP0208KVC110092,"FEDERAL PRISON INDUSTRIES, INC",2011-12-20,2011-12-20,29955.0,,CONT_AWD_DJBP0208KVC110092_1540_DJBP0700NASBPA069_1540
311139653,N6883608F0445,SUNSTREAM CORPORATION,2008-04-10,2008-04-25,29934.0,,CONT_AWD_N6883608F0445_9700_GS07F0754N_4730
291280466,70Z03720PPQQ10100,MAPLESERVICE INCORPORATED,2020-04-02,2020-05-02,29927.98,,CONT_AWD_70Z03720PPQQ10100_7008_-NONE-_-NONE-
277789127,140G0120F0035,FTS FOREST TECHNOLOGY SYSTEMS LTD.,2019-11-26,2024-09-10,29925.0,,CONT_AWD_140G0120F0035_1434_140G0119D0006_1434
349133907,W81K0421F0210,DOCUMENT IMAGING DIMENSIONS INC.,2021-09-07,2022-05-06,29918.5,,CONT_AWD_W81K0421F0210_9700_GS07F0323Y_4732
309858483,N0017416P0028,ACCELERA SOLUTIONS INC,2015-12-10,2016-03-28,29907.5,,CONT_AWD_N0017416P0028_9700_-NONE-_-NONE-
321164451,SPE2DX18F4AX5,AMERISOURCEBERGEN DRUG CORP,2018-09-21,2018-09-24,29906.31,,CONT_AWD_SPE2DX18F4AX5_9700_SPE2DX15D1104_9700
343187411,SPRDL118P0406,AMPHENOL CORP,2018-06-13,2018-09-11,29893.32,,CONT_AWD_SPRDL118P0406_9700_-NONE-_-NONE-
295775410,DJBMCKIVC110013,GBC INC,2009-01-29,2009-02-28,29880.0,,CONT_AWD_DJBMCKIVC110013_1540_-NONE-_-NONE-
